timestamp,epic,bid,ask,price,volume,timeframe
2026-03-11T02:10:10.903Z,CS.D.EURUSD.MINI.IP,1.16241,1.1625,1.162455,308,2s
2026-03-11T02:10:19.922Z,CS.D.EURUSD.MINI.IP,1.16243,1.16252,1.1624750000000001,412,2s
2026-03-11T02:10:20.071Z,CS.D.EURUSD.MINI.IP,1.16243,1.16252,1.1624750000000001,408,2s
2026-03-11T02:10:20.250Z,CS.D.GBPUSD.MINI.IP,1.34422,1.34431,1.344265,355,2s
2026-03-11T02:10:21.215Z,CS.D.GBPUSD.MINI.IP,1.34422,1.34431,1.344265,711,2s
2026-03-11T02:10:22.931Z,CS.D.EURUSD.MINI.IP,1.16241,1.1625,1.162455,533,2s
2026-03-11T02:10:23.084Z,CS.D.EURUSD.MINI.IP,1.16241,1.1625,1.162455,490,2s
2026-03-11T02:10:23.264Z,CS.D.GBPUSD.MINI.IP,1.34421,1.3443,1.344255,436,2s
2026-03-11T02:10:23.414Z,CS.D.GBPUSD.MINI.IP,1.34421,1.3443,1.344255,220,2s
2026-03-11T02:10:25.932Z,CS.D.EURUSD.MINI.IP,1.1624,1.16249,1.162445,908,2s
2026-03-11T02:10:26.119Z,CS.D.EURUSD.MINI.IP,1.16239,1.16248,1.1624349999999999,329,2s
2026-03-11T02:10:26.256Z,CS.D.GBPUSD.MINI.IP,1.34422,1.34431,1.344265,483,2s
2026-03-11T02:10:26.501Z,CS.D.GBPUSD.MINI.IP,1.34422,1.34431,1.344265,565,2s
2026-03-11T02:10:28.989Z,CS.D.EURUSD.MINI.IP,1.1624,1.16249,1.162445,990,2s
2026-03-11T02:10:29.112Z,CS.D.EURUSD.MINI.IP,1.1624,1.16249,1.162445,878,2s
2026-03-11T02:10:29.330Z,CS.D.GBPUSD.MINI.IP,1.34422,1.34431,1.344265,128,2s
2026-03-11T02:10:29.434Z,CS.D.GBPUSD.MINI.IP,1.34422,1.34431,1.344265,731,2s
2026-03-11T02:10:32.106Z,CS.D.EURUSD.MINI.IP,1.16241,1.1625,1.162455,400,2s
2026-03-11T02:10:32.235Z,CS.D.EURUSD.MINI.IP,1.16243,1.16252,1.1624750000000001,179,2s
2026-03-11T02:10:32.439Z,CS.D.GBPUSD.MINI.IP,1.34422,1.34431,1.344265,134,2s
2026-03-11T02:10:32.589Z,CS.D.GBPUSD.MINI.IP,1.34422,1.34431,1.344265,227,2s
2026-03-11T02:10:34.988Z,CS.D.EURUSD.MINI.IP,1.16242,1.16251,1.162465,493,2s
2026-03-11T02:10:35.162Z,CS.D.EURUSD.MINI.IP,1.16242,1.16251,1.162465,406,2s
2026-03-11T02:10:35.306Z,CS.D.GBPUSD.MINI.IP,1.34422,1.34431,1.344265,649,2s
2026-03-11T02:10:35.499Z,CS.D.GBPUSD.MINI.IP,1.34421,1.3443,1.344255,122,2s
2026-03-11T02:10:37.978Z,CS.D.EURUSD.MINI.IP,1.1624,1.16249,1.162445,666,2s
2026-03-11T02:10:38.172Z,CS.D.EURUSD.MINI.IP,1.1624,1.16249,1.162445,847,2s
2026-03-11T02:10:38.303Z,CS.D.GBPUSD.MINI.IP,1.34422,1.34431,1.344265,100,2s
2026-03-11T02:10:38.520Z,CS.D.GBPUSD.MINI.IP,1.34422,1.34431,1.344265,575,2s
2026-03-11T02:11:20.135Z,CS.D.EURUSD.MINI.IP,1.16241,1.1625,1.162455,612,2s
2026-03-11T02:11:20.286Z,CS.D.EURUSD.MINI.IP,1.16241,1.1625,1.162455,795,2s
2026-03-11T02:11:20.514Z,CS.D.GBPUSD.MINI.IP,1.34408,1.34417,1.344125,325,2s
2026-03-11T02:11:20.626Z,CS.D.GBPUSD.MINI.IP,1.34408,1.34417,1.344125,916,2s
2026-03-11T02:11:23.124Z,CS.D.EURUSD.MINI.IP,1.16241,1.1625,1.162455,355,2s
2026-03-11T02:11:23.449Z,CS.D.GBPUSD.MINI.IP,1.34408,1.34417,1.344125,919,2s
2026-03-11T02:11:23.860Z,CS.D.EURUSD.MINI.IP,1.16241,1.1625,1.162455,253,2s
2026-03-11T02:11:24.193Z,CS.D.GBPUSD.MINI.IP,1.34408,1.34417,1.344125,395,2s
2026-03-11T02:11:26.131Z,CS.D.EURUSD.MINI.IP,1.16245,1.16254,1.1624949999999998,906,2s
2026-03-11T02:11:26.304Z,CS.D.EURUSD.MINI.IP,1.16245,1.16254,1.1624949999999998,782,2s
2026-03-11T02:11:26.753Z,CS.D.GBPUSD.MINI.IP,1.34409,1.34418,1.344135,416,2s
2026-03-11T02:11:27.037Z,CS.D.GBPUSD.MINI.IP,1.34409,1.34418,1.344135,231,2s
2026-03-11T02:11:29.154Z,CS.D.EURUSD.MINI.IP,1.16245,1.16254,1.1624949999999998,729,2s
2026-03-11T02:11:29.309Z,CS.D.EURUSD.MINI.IP,1.16245,1.16254,1.1624949999999998,786,2s
2026-03-11T02:11:29.495Z,CS.D.GBPUSD.MINI.IP,1.34409,1.34418,1.344135,529,2s
2026-03-11T02:11:29.643Z,CS.D.GBPUSD.MINI.IP,1.34409,1.34418,1.344135,937,2s
2026-03-11T02:11:32.192Z,CS.D.EURUSD.MINI.IP,1.16244,1.16253,1.162485,743,2s
2026-03-11T02:11:32.319Z,CS.D.EURUSD.MINI.IP,1.16244,1.16253,1.162485,1040,2s
2026-03-11T02:11:32.556Z,CS.D.GBPUSD.MINI.IP,1.34409,1.34418,1.344135,549,2s
2026-03-11T02:11:32.649Z,CS.D.GBPUSD.MINI.IP,1.34409,1.34418,1.344135,443,2s
2026-03-11T02:11:35.142Z,CS.D.EURUSD.MINI.IP,1.16238,1.16247,1.1624249999999998,202,2s
2026-03-11T02:11:35.313Z,CS.D.EURUSD.MINI.IP,1.16238,1.16247,1.1624249999999998,429,2s
2026-03-11T02:11:35.487Z,CS.D.GBPUSD.MINI.IP,1.34408,1.34417,1.344125,805,2s
2026-03-11T02:11:35.649Z,CS.D.GBPUSD.MINI.IP,1.34408,1.34417,1.344125,921,2s
2026-03-11T02:11:38.168Z,CS.D.EURUSD.MINI.IP,1.16237,1.16246,1.162415,499,2s
2026-03-11T02:11:38.322Z,CS.D.EURUSD.MINI.IP,1.16236,1.16245,1.1624050000000001,758,2s
2026-03-11T02:11:38.509Z,CS.D.GBPUSD.MINI.IP,1.34407,1.34416,1.344115,389,2s
2026-03-11T02:12:20.286Z,CS.D.EURUSD.MINI.IP,1.1624,1.16249,1.162445,1075,2s
2026-03-11T02:12:20.570Z,CS.D.EURUSD.MINI.IP,1.1624,1.16249,1.162445,987,2s
2026-03-11T02:12:20.793Z,CS.D.GBPUSD.MINI.IP,1.34418,1.34427,1.344225,354,2s
2026-03-11T02:12:20.970Z,CS.D.GBPUSD.MINI.IP,1.34418,1.34427,1.344225,715,2s
2026-03-11T02:12:23.428Z,CS.D.EURUSD.MINI.IP,1.16239,1.16248,1.1624349999999999,1015,2s
2026-03-11T02:12:23.521Z,CS.D.EURUSD.MINI.IP,1.16239,1.16248,1.1624349999999999,586,2s
2026-03-11T02:12:24.057Z,CS.D.GBPUSD.MINI.IP,1.34418,1.34427,1.344225,604,2s
2026-03-11T02:12:24.148Z,CS.D.GBPUSD.MINI.IP,1.34418,1.34427,1.344225,761,2s
2026-03-11T02:12:26.263Z,CS.D.EURUSD.MINI.IP,1.1624,1.16249,1.162445,170,2s
2026-03-11T02:12:26.548Z,CS.D.EURUSD.MINI.IP,1.1624,1.16249,1.162445,550,2s
